98;Avenida Mitre 42;-36.770749371069094;-59.86727237593954;
99;C. Franco X Malere;-36.76967659747654;-59.86564078890285;
100;Comandante Franco 259;-36.76776418733506;-59.86309618758712;
101;Diab X Maipú;-36.76994576380743;-59.86006154525766;
102;Amado Diab 389;-36.771704226280114;-59.85809514710431;
103;San Martín 533;-36.77913586818899;-59.86216561958267;
104;San Martín 700;-36.78106010375865;-59.859259554583254;
105;San Martín 845;-36.783243858781276;-59.85702044525697;
106;Alberdi 7;-36.785607706870884;-59.85317084525705;
107;Avenida Gobernador Oscar Bidegain 2357;-36.80243948264488;-59.8891403878055;
108;Comodoro Py X Av. 25 De Mayo;-36.802178678093135;-59.887461021423306;
109;Avenida 25 De Mayo 2305;-36.800816000801994;-59.88548608943258;
110;Av. Bidegain X Juana Azurduy;-36.798517170401716;-59.8848078894326;
111;Avenida Gobernador Oscar Bidegain 1977;-36.796835601710875;-59.8824606060838;
112;Avenida Gobernador Oscar Bidegain 1925;-36.79606427128989;-59.881831791279616;
113;Av. Urioste X Arenales;-36.797882143049826;-59.87893213360905;
114;Rauch 1811;-36.79735104139642;-59.87646937724842;
115;Daharampe 652;-36.79566364439986;-59.87792684525651;
116;Fuerte Federación X Av. 25 De Mayo;-36.79378471819654;-59.87750627724935;
117;Avenida 25 De Mayo 1579;-36.79259967423674;-59.87574233307338;
118;Avenida 25 De Mayo 1452;-36.790845425517304;-59.874239816421486;
119;Avenida 25 De Mayo 1309;-36.789216282591525;-59.87170534525663;
120;San Luis 689;-36.79005163181377;-59.870043931762524;
121;San Luis 841;-36.79185780310956;-59.86741751642149;
122;Falucho 883;-36.79109546934445;-59.86504897409197;
123;Lavalle 1150;-36.79089106906941;-59.863310631762445;
124;Lavalle X Guaminí;-36.78950571473756;-59.861487731762644;
125;Lavalle 961;-36.788478650217705;-59.860013702927425;
126;Lavalle X Av. Perón;-36.78702087150351;-59.85852586059793;
127;Calle Leyria 815;-36.78544579907475;-59.859269089433276;
128;Julio Argentino Roca 756;-36.78395325973565;-59.86055250477428;
129;Julio Argentino Roca 594;-36.78171099195683;-59.86333992991598;
130;Avenida 25 De Mayo 671;-36.780293061698536;-59.8611988201156;
131;Avenida 25 De Mayo 515;-36.77827395875644;-59.85853288943355;
132;Avenida Bartolomé Mitre 745;-36.77975560189365;-59.856303147103944;
133;Avenida Bartolomé Mitre 899;-36.78178728504438;-59.85365887409228;
134;Alberdi 500;-36.783221580399015;-59.85109997409229;
135;Alberdi 353;-36.781646312966004;-59.84907591642173;
136;Alberdi 205;-36.77974191552858;-59.84667296059828;
137;Alberdi 107;-36.778493385825016;-59.84517268943349;
138;Salta 1000;-36.77899610027603;-59.84699334710395;
139;Salta 871;-36.777495690501496;-59.849354675939324;
140;Salta 719;-36.775484505506384;-59.851758618268875;
141;Necochea 157;-36.7741803714012;-59.85200971642209;
142;Lamadrid X Av. 25 De Mayo;-36.77250320451096;-59.85213634710418;
143;Moreno 55;-36.771600419481764;-59.85211077409283;
144;Av. 25 De Mayo Norte X Tapalqué;-36.77046468789842;-59.84963633176325;
145;Av. 25 De Mayo Norte X San Juan;-36.76921144555209;-59.847937389433895;
146;Av. 25 De Mayo Norte X Calle 8;-36.767298138653175;-59.84552477725621;
147;Av. 25 De Mayo Norte X Aldaz;-36.765804182722334;-59.84403934525777;
148;Aldaz 509;-36.76477484938596;-59.84550806059874;
149;Burgos Norte 400;-36.76372195768102;-59.84659756059889;
150;Burgos Norte 550;-36.76194237363432;-59.844487374093255;
151;Avenida Mujica 412;-36.76043293742583;-59.843523445257965;
152;Avenida Mujica 291;-36.75901688168425;-59.845809979105226;
153;Avenida Mujica 105;-36.75694413622468;-59.84856577594025;
154;Avenida Mujica Oeste 338;-36.75093874413979;-59.85586244525836;
155;Avenida De Circunvalación Juan Mujica 400;-36.749808624233985;-59.857489418269886;
156;Avenida De Circunvalación Juan Mujica 358;-36.750855043952335;-59.85651511642302;
157;Comandante Franco Norte 641;-36.75589526772763;-59.84958011642285;
158;Avenida Mujica 395;-36.76034667919941;-59.844017787587354;
159;Colón Norte X Calle 3;-36.76146904840432;-59.845119561916704;
160;Colón Norte X Aldaz;-36.76329176184703;-59.84742423176361;
161;Aldaz X De Paula Norte;-36.76455394901462;-59.84577620292816;
162;Aldaz 626;-36.7660481117505;-59.84342974657432;
163;Avenida 25 De Mayo Norte 309;-36.7670543802544;-59.84536833176341;
164;Tiro Federal 549;-36.770484287434115;-59.84801910424387;
165;España Norte 55;-36.7724371923201;-59.845532374092784;
166;España Norte 38;-36.77273490508233;-59.84586418758699;
167;España 27;-36.77334528824114;-59.84633793176316;
168;España 148;-36.77575910267952;-59.849417404242416;
169;Diab X Rauch;-36.776444546563724;-59.85192454525727;
170;Amado Diab 833;-36.77767399086132;-59.85063996059818;
171;Diab X Caneva;-36.779748129212514;-59.84779620477446;
172;Monseñor Caneva 329;-36.78087711820109;-59.84877408943334;
173;Monseñor Caneva 495;-36.78293910148561;-59.851262089433206;
174;Avenida Bartolomé Mitre 924;-36.78177642031833;-59.85288500292749;
175;Avenida Bartolomé Mitre 776;-36.77989853376009;-59.85553327593926;
176;Avenida Bartolomé Mitre 615;-36.77833681889675;-59.85832521642198;
177;Av. 25 De Mayo X San Martín;-36.779936621705176;-59.86088758301317;
178;Avenida 25 De Mayo 794;-36.78153329431672;-59.86323188219733;
179;9 De Julio 595;-36.7811108187512;-59.862841560598085;
180;9 De Julio 749;-36.783207865946274;-59.86022481642177;
181;9 De Julio 891;-36.785144039051886;-59.857891391279956;
182;Monseñor Caneva 796;-36.786835747488716;-59.856444818268265;
183;Manuel Castellar 847;-36.786411708493446;-59.85873028758643;
184;Manuel Castellar 946;-36.787625641807246;-59.86077971826838;
185;Manuel Castellar 1043;-36.78921830626534;-59.86215874710365;
186;Manuel Castellar 1133;-36.79045422468371;-59.86360838943296;
187;Miñana 861;-36.7915383351478;-59.86609564340988;
188;Miñana 725;-36.78980389942487;-59.868444272245235;
189;Avenida 25 De Mayo 1285;-36.78883834182808;-59.87117193307417;
190;Avenida 25 De Mayo 1450;-36.790807941583026;-59.87438213360935;
191;Avenida 25 De Mayo 1530;-36.791832652185484;-59.875397974091904;
192;Rubén César De Paula 1648;-36.791611251639274;-59.87819853176241;
193;Santa Cruz 593;-36.79300072179171;-59.87694743360929;
194;E. Del Campo X Necochea;-36.79396324901335;-59.87617050292717;
195;Arenales 1741;-36.79565839610659;-59.87613630292694;
196;España 1800;-36.79757881337418;-59.87564351826803;
197;España X Av. Urioste;-36.7991115981259;-59.8771588759385;
198;Avenida Urioste 734;-36.80025651865352;-59.87834998758575;
199;Av. Urioste X Av. 25 De Mayo;-36.79644606784701;-59.880570316421164;
200;Avenida 25 De Mayo 1965;-36.797399810002744;-59.88146941642118;
201;Avenida 25 De Mayo 2088;-36.7987693334362;-59.88394409127942;
202;Avenida 25 De Mayo 2286;-36.80001273614115;-59.88534740292696;
203;Avenida 25 De Mayo 2396;-36.80177797672291;-59.88735497409157;
204;Avenida Gobernador Oscar Bidegain 2346;-36.80191293978265;-59.88929296059725;
205;Avenida Gobernador Oscar Bidegain 2466;-36.804014415372784;-59.891527460597295;
206;Av. Bidegain X Tte. O'Connor;-36.79977757297802;-59.88638997724753;
207;Av. Urioste X Burgos;-36.79410457980078;-59.882203351134784;
208;Burgos 1731;-36.792429020638025;-59.880146347103384;
209;Misiónes 435;-36.790469808650954;-59.8787001894329;
210;General Rivas 449;-36.784282979569376;-59.87089656059795;
211;General Rivas 581;-36.78576242219526;-59.868691431762684;
212;Rauch 1104;-36.787992342711775;-59.865831360597724;
213;Calle Leyria 1061;-36.78892907428475;-59.86335667593878;
214;Calle Leyria 905;-36.78668326232391;-59.860753616421604;
215;Avenida Juan Domingo Perón 939;-36.78707195628553;-59.85883848943308;
216;Monseñor Caneva 546;-36.783621402862344;-59.852387687586535;
217;Monseñor Caneva 690;-36.78551203659381;-59.854883802927496;
218;Rivadavia 512;-36.77483677885717;-59.86299866059842;
219;Avenida Bartolomé Mitre 222;-36.77306935725051;-59.86479310292802;
220;Avenida Bartolomé Mitre 124;-36.77179157305472;-59.866056258751726;
221;Venezuela 153;-36.76650982025608;-59.869240602928286;
222;Perú X Pereyra;-36.76644935220049;-59.87177280108151;
223;Pereyra X Av. Chávez;-36.76932960637622;-59.87394419799126;
224;9 De Julio Oeste 213;-36.770906277207104;-59.87577664525758;
225;Falucho Oeste 270;-36.77590568375219;-59.88415979259503;
226;Sargento Cabral 1293;-36.77618506856759;-59.88531896059827;
227;Facundo Quiroga 1344;-36.77727338350011;-59.88533350292772;
228;Cabo Daniel A. González 1316;-36.77762044463117;-59.88417031826882;
229;Avenida Manuel Chavez 50;-36.77242491473046;-59.869897477254824;
230;Calle Colombia 111;-36.76721144263846;-59.86917537409291;
231;Brasil 124;-36.76744259748844;-59.87001151642241;
232;Avenida Gobernador Oscar Bidegain 2443;-36.80413570184513;-59.89038250085005;
233;Lavalle 609;-36.78349245903897;-59.8546549759391;
234;Av. Bidegain X O'Connor;-36.79982919017407;-59.88636850292678;
235;Avenida 25 De Mayo 942;-36.7837299030814;-59.86568322991601;
236;Avenida 25 De Mayo 1094;-36.785718174634354;-59.86822267409224;
237;Avenida 25 De Mayo 1734;-36.793654956680946;-59.877676731762456;
238;Avenida 25 De Mayo 1893;-36.79635097202947;-59.88012767224494;
239;San Martín 241;-36.775394992606444;-59.86703324525727;
240;San Martín 395;-36.77729917699453;-59.86441202991623;
241;Avenida 25 De Mayo 2107;-36.79945240769808;-59.88369558758583;
242;Avenida 25 De Mayo 2020;-36.798055660955846;-59.882831531762;
243;Avenida Urioste 583;-36.79640311126463;-59.88099477593848;
244;Abeberry 783;-36.79822842344164;-59.87677500292675;
245;Calle Leyria 1841;-36.79899661591825;-59.87526587409153;
246;Calle Leyria 1705;-36.79727183920949;-59.873201702927055;
247;Mesura 766;-36.79601507596402;-59.87445884710325;
248;Av. 25 De Mayo X Bogliano;-36.77536291216713;-59.85608871232458;
249;Avenida 25 De Mayo 257;-36.77488894754347;-59.854440545257276;
250;Salta 565;-36.77369948654293;-59.854192434333825;
251;Salta 414;-36.77138495460761;-59.856576402928034;
252;Rivadavia 119;-36.76978860645017;-59.85629041642233;
253;Burgos Norte X Tandil;-36.76925875127162;-59.85304077593962;
254;Burgos Norte X San Juan;-36.76720099143719;-59.850553845257764;
255;Burgos Norte 276;-36.76571005095798;-59.848549418269194;
256;Avenida 25 De Mayo Norte 451;-36.76539587131361;-59.84302906244562;
257;Pasaje 13 De Julio 650;-36.76270885575105;-59.84081554525784;
258;Avenida Mujica 498;-36.761411234189204;-59.84177627409315;
259;Julio Argentino Roca 876;-36.783673083004594;-59.85164283360963;
260;Avenida Mujica 499;-36.76150696303374;-59.84223756059894;
261;Aldaz 434;-36.76362404745159;-59.8467229605988;
262;Maipú Norte 446;-36.76096212409653;-59.849309231763705;
263;Las Flores Norte 358;-36.760919671227896;-59.85189888943413;
264;Las Flores Norte 260;-36.762537316250274;-59.85374228574054;
265;Las Flores Norte X San Juan;-36.76380267620751;-59.855355377257155;
266;Tapalqué, 91;-36.76438126404465;-59.85735740108154;
267;Jujuy 32;-36.76544377664448;-59.85897498758713;
268;Sarmiento 101;-36.76703628021369;-59.86085778943391;
269;Jujuy 267;-36.768465850027624;-59.86257244710447;
270;Alvear 395;-36.772769138650325;-59.861580875939524;
271;Av. Mitre X Rivadavia;-36.77483522238177;-59.86270257409268;
272;Avenida Bartolomé Mitre, 491;-36.77654436917169;-59.86064971826894;
273;Lavalle 412;-36.78092430698657;-59.8513974894333;
274;Lavalle 309;-36.77974001314072;-59.849680831762896;
275;Lavalle 207;-36.77847770561568;-59.84809334525721;
276;Rauch 170;-36.77538574821154;-59.850570902927814;
277;Rauch 37;-36.77380160914787;-59.84831213176326;
278;Tandil 750;-36.77309564927115;-59.84741933492525;
279;Rauch Norte 48;-36.77237955016775;-59.84658218943374;
280;Tiro Federal 676;-36.770843095519005;-59.84723107409281;
281;Colón Norte 305;-36.76454399781017;-59.8489855740931;
282;Colón Norte 172;-36.7662731644105;-59.85128587725636;
283;Colón Norte 0013;-36.768564000061836;-59.853584231763485;
284;Colón 142;-36.77042725843556;-59.85620077725542;
285;Colón 245;-36.77190354352818;-59.85753400292805;
286;Amado Diab 499;-36.773319827124155;-59.85632034525735;
287;Amado Diab 575;-36.77439881576968;-59.85493453176317;
288;Avenida 25 De Mayo 346;-36.775568667531225;-59.85597806059839;
289;Avenida 25 De Mayo 488;-36.7775844182686;-59.858261989433565;
290;Avenida Juan Domingo Perón 691;-36.78132152819752;-59.86629528943337;
291;Avenida Juan Domingo Perón 795;-36.78537312437932;-59.86105196059794;
292;Avenida Juan Domingo Perón 899;-36.78663212536727;-59.85931103176265;
293;Monseñor Caneva 560;-36.78396200868856;-59.85301227409223;
294;Avenida 25 De Mayo 1241;-36.78814638091199;-59.8703341317626;
295;Aldaz 434;-36.76364983242919;-59.84674441826931;
296;Av. Mitre X Av. 25 De Mayo;-36.778031378870175;-59.858431774092516;
